,grid1,grid2,category,action
877,23,49,different_grid,none
878,56,46,different_grid,none
879,55,1,different_grid,none
880,5,0,different_grid,none
881,46,38,different_grid,none
882,38,34,different_grid,none
883,57,47,different_grid,none
884,49,43,different_grid,none
885,15,50,different_grid,none
886,7,46,different_grid,none
887,26,59,different_grid,none
888,6,1,different_grid,none
889,18,55,different_grid,none
890,50,44,different_grid,none
891,42,40,different_grid,none
892,8,47,different_grid,none
893,0,43,different_grid,none
894,19,56,different_grid,none
895,60,57,different_grid,none
896,11,52,different_grid,none
897,52,53,different_grid,none
898,51,8,different_grid,none
899,43,4,different_grid,none
900,35,0,different_grid,none
901,1,7,different_grid,none
902,34,41,different_grid,none
903,53,54,different_grid,none
904,45,50,different_grid,none
905,37,46,different_grid,none
906,56,59,different_grid,none
907,3,53,different_grid,none
908,14,62,different_grid,none
909,5,13,different_grid,none
910,46,51,different_grid,none
911,38,47,different_grid,none
912,15,63,different_grid,none
913,7,59,different_grid,none
914,39,11,different_grid,none
915,31,7,different_grid,none
916,23,3,different_grid,none
917,41,57,different_grid,none
918,33,53,different_grid,none
919,25,49,different_grid,none
920,44,62,different_grid,none
921,24,4,different_grid,none
922,16,0,different_grid,none
923,35,13,different_grid,none
924,1,20,different_grid,none
925,34,54,different_grid,none
926,45,63,different_grid,none
927,37,59,different_grid,none
928,58,2,different_grid,none
929,61,7,different_grid,none
930,8,1,different_grid,none
931,27,14,different_grid,none
932,19,10,different_grid,none
933,11,6,different_grid,none
934,30,19,different_grid,none
935,63,53,different_grid,none
936,29,60,different_grid,none
937,21,56,different_grid,none
938,54,4,different_grid,none
939,20,11,different_grid,none
940,12,7,different_grid,none
941,31,20,different_grid,none
942,4,3,different_grid,none
943,23,16,different_grid,none
944,25,62,different_grid,none
945,46,5,different_grid,none
946,38,1,different_grid,none
947,57,14,different_grid,none
948,49,10,different_grid,none
949,15,17,different_grid,none
950,7,13,different_grid,none
951,18,22,different_grid,none
952,59,60,different_grid,none
953,17,63,different_grid,none
954,50,11,different_grid,none
955,42,7,different_grid,none
956,8,14,different_grid,none
957,0,10,different_grid,none
958,19,23,different_grid,none
959,60,24,different_grid,none
960,11,19,different_grid,none
961,30,32,different_grid,none
962,34,8,different_grid,none
963,53,21,different_grid,none
964,4,16,different_grid,none
965,45,17,different_grid,none
966,37,13,different_grid,none
967,56,26,different_grid,none
968,3,20,different_grid,none
969,22,33,different_grid,none
970,14,29,different_grid,none
971,46,18,different_grid,none
972,38,14,different_grid,none
973,57,27,different_grid,none
974,49,23,different_grid,none
975,15,30,different_grid,none
976,7,26,different_grid,none
977,26,39,different_grid,none
978,18,35,different_grid,none
979,0,23,different_grid,none
980,41,24,different_grid,none
981,60,37,different_grid,none
982,33,20,different_grid,none
983,52,33,different_grid,none
984,44,29,different_grid,none
985,10,36,different_grid,none
986,2,32,different_grid,none
987,34,21,different_grid,none
988,53,34,different_grid,none
989,45,30,different_grid,none
990,37,26,different_grid,none
991,56,39,different_grid,none
992,3,33,different_grid,none
993,22,46,different_grid,none
994,14,42,different_grid,none
995,55,43,different_grid,none
996,63,20,different_grid,none
997,29,27,different_grid,none
998,48,40,different_grid,none
999,40,36,different_grid,none
1000,6,43,different_grid,none
1001,41,37,different_grid,none
1002,52,46,different_grid,none
1003,25,29,different_grid,none
1004,44,42,different_grid,none
1005,10,49,different_grid,none
1006,51,50,different_grid,none
1007,2,45,different_grid,none
1008,59,27,different_grid,none
1009,36,43,different_grid,none
1010,28,39,different_grid,none
1011,47,52,different_grid,none
1012,5,55,different_grid,none
1013,63,33,different_grid,none
1014,29,40,different_grid,none
1015,48,53,different_grid,none
1016,21,36,different_grid,none
1017,40,49,different_grid,none
1018,6,56,different_grid,none
1019,22,0,different_grid,none
1020,25,42,different_grid,none
1021,32,50,different_grid,none
1022,51,63,different_grid,none
1023,24,46,different_grid,none
1024,43,59,different_grid,none
1025,35,55,different_grid,none
1026,1,62,different_grid,none
1027,26,6,different_grid,none
1028,18,2,different_grid,none
1029,59,40,different_grid,none
1030,17,43,different_grid,none
1031,36,56,different_grid,none
1032,9,39,different_grid,none
1033,28,52,different_grid,none
1034,60,4,different_grid,none
1035,52,0,different_grid,none
1036,10,3,different_grid,none
1037,21,49,different_grid,none
1038,62,50,different_grid,none
1039,54,46,different_grid,none
1040,20,53,different_grid,none
1041,53,1,different_grid,none
1042,31,62,different_grid,none
1043,23,58,different_grid,none
1044,56,6,different_grid,none
1045,3,0,different_grid,none
1046,22,13,different_grid,none
1047,14,9,different_grid,none
1048,55,10,different_grid,none
1049,13,50,different_grid,none
1050,32,63,different_grid,none
1051,24,59,different_grid,none
1052,16,55,different_grid,none
1053,48,7,different_grid,none
1054,40,3,different_grid,none
1055,6,10,different_grid,none
1056,17,56,different_grid,none
1057,58,57,different_grid,none
1058,9,52,different_grid,none
1059,50,53,different_grid,none
1060,41,4,different_grid,none
1061,33,0,different_grid,none
1062,52,13,different_grid,none
1063,44,9,different_grid,none
1064,10,16,different_grid,none
1065,51,17,different_grid,none
1066,2,12,different_grid,none
1067,62,63,different_grid,none
1068,54,59,different_grid,none
1069,12,62,different_grid,none
1070,4,58,different_grid,none
1071,36,10,different_grid,none
1072,55,23,different_grid,none
1073,28,6,different_grid,none
1074,47,19,different_grid,none
1075,13,63,different_grid,none
1076,5,22,different_grid,none
1077,46,60,different_grid,none
1078,63,0,different_grid,none
1079,29,7,different_grid,none
1080,48,20,different_grid,none
1081,21,3,different_grid,none
1082,40,16,different_grid,none
1083,6,23,different_grid,none
1084,25,9,different_grid,none
1085,32,17,different_grid,none
1086,51,30,different_grid,none
1087,24,13,different_grid,none
1088,43,26,different_grid,none
1089,35,22,different_grid,none
1090,1,29,different_grid,none
1091,59,7,different_grid,none
1092,17,10,different_grid,none
1093,36,23,different_grid,none
1094,9,6,different_grid,none
1095,28,19,different_grid,none
1096,47,32,different_grid,none
1097,5,35,different_grid,none
1098,21,16,different_grid,none
1099,62,17,different_grid,none
1100,54,13,different_grid,none
1101,39,33,different_grid,none
1102,31,29,different_grid,none
1103,23,25,different_grid,none
1104,13,17,different_grid,none
1105,32,30,different_grid,none
1106,24,26,different_grid,none
1107,43,39,different_grid,none
1108,16,22,different_grid,none
1109,1,42,different_grid,none
1110,17,23,different_grid,none
1111,58,24,different_grid,none
1112,9,19,different_grid,none
1113,50,20,different_grid,none
1114,61,29,different_grid,none
1115,27,36,different_grid,none
1116,19,32,different_grid,none
1117,62,30,different_grid,none
1118,54,26,different_grid,none
1119,20,33,different_grid,none
1120,39,46,different_grid,none
1121,12,29,different_grid,none
1122,31,42,different_grid,none
1123,4,25,different_grid,none
1124,23,38,different_grid,none
1125,13,30,different_grid,none
1126,46,27,different_grid,none
1127,16,35,different_grid,none
1128,57,36,different_grid,none
1129,49,32,different_grid,none
1130,26,48,different_grid,none
1131,58,37,different_grid,none
1132,50,33,different_grid,none
1133,42,29,different_grid,none
1134,61,42,different_grid,none
1135,8,36,different_grid,none
1136,27,49,different_grid,none
1137,0,32,different_grid,none
1138,19,45,different_grid,none
1139,11,41,different_grid,none
1140,30,54,different_grid,none
1141,12,42,different_grid,none
1142,53,43,different_grid,none
1143,4,38,different_grid,none
1144,45,39,different_grid,none
1145,56,48,different_grid,none
1146,22,55,different_grid,none
1147,55,3,different_grid,none
1148,5,2,different_grid,none
1149,46,40,different_grid,none
1150,38,36,different_grid,none
1151,57,49,different_grid,none
1152,49,45,different_grid,none
1153,15,52,different_grid,none
1154,7,48,different_grid,none
1155,26,61,different_grid,none
1156,18,57,different_grid,none
1157,39,0,different_grid,none
1158,8,49,different_grid,none
1159,0,45,different_grid,none
1160,41,46,different_grid,none
1161,60,59,different_grid,none
1162,11,54,different_grid,none
1163,52,55,different_grid,none
1164,51,10,different_grid,none
1165,43,6,different_grid,none
1166,35,2,different_grid,none
1167,34,43,different_grid,none
1168,53,56,different_grid,none
1169,45,52,different_grid,none
1170,37,48,different_grid,none
1171,56,61,different_grid,none
1172,3,55,different_grid,none
1173,27,3,different_grid,none
1174,38,49,different_grid,none
1175,30,8,different_grid,none
1176,7,61,different_grid,none
1177,48,62,different_grid,none
1178,20,0,different_grid,none
1179,39,13,different_grid,none
1180,31,9,different_grid,none
1181,23,5,different_grid,none
1182,41,59,different_grid,none
1183,33,55,different_grid,none
1184,25,51,different_grid,none
1185,24,6,different_grid,none
1186,16,2,different_grid,none
1187,57,3,different_grid,none
1188,34,56,different_grid,none
1189,26,15,different_grid,none
1190,37,61,different_grid,none
1191,58,4,different_grid,none
1192,50,0,different_grid,none
1193,61,9,different_grid,none
1194,8,3,different_grid,none
1195,27,16,different_grid,none
1196,19,12,different_grid,none
1197,11,8,different_grid,none
1198,30,21,different_grid,none
1199,63,55,different_grid,none
1200,29,62,different_grid,none
1201,21,58,different_grid,none
1202,20,13,different_grid,none
1203,12,9,different_grid,none
1204,53,10,different_grid,none
1205,23,18,different_grid,none
1206,56,15,different_grid,none
1207,46,7,different_grid,none
1208,38,3,different_grid,none
1209,57,16,different_grid,none
1210,49,12,different_grid,none
1211,15,19,different_grid,none
1212,7,15,different_grid,none
1213,26,28,different_grid,none
1214,18,24,different_grid,none
1215,59,62,different_grid,none
1216,42,9,different_grid,none
1217,8,16,different_grid,none
1218,0,12,different_grid,none
1219,19,25,different_grid,none
1220,60,26,different_grid,none
1221,52,22,different_grid,none
1222,34,10,different_grid,none
1223,53,23,different_grid,none
1224,45,19,different_grid,none
1225,37,15,different_grid,none
1226,56,28,different_grid,none
1227,3,22,different_grid,none
1228,22,35,different_grid,none
1229,14,31,different_grid,none
1230,46,20,different_grid,none
1231,38,16,different_grid,none
1232,49,25,different_grid,none
1233,15,32,different_grid,none
1234,7,28,different_grid,none
1235,48,29,different_grid,none
1236,18,37,different_grid,none
1237,41,26,different_grid,none
1238,60,39,different_grid,none
1239,33,22,different_grid,none
1240,52,35,different_grid,none
1241,25,18,different_grid,none
1242,44,31,different_grid,none
1243,10,38,different_grid,none
1244,2,34,different_grid,none
1245,34,23,different_grid,none
1246,45,32,different_grid,none
1247,37,28,different_grid,none
1248,3,35,different_grid,none
1249,14,44,different_grid,none
1250,55,45,different_grid,none
1251,47,41,different_grid,none
1252,63,22,different_grid,none
1253,48,42,different_grid,none
1254,21,25,different_grid,none
1255,40,38,different_grid,none
1256,6,45,different_grid,none
1257,41,39,different_grid,none
1258,33,35,different_grid,none
1259,25,31,different_grid,none
1260,10,51,different_grid,none
1261,51,52,different_grid,none
1262,2,47,different_grid,none
1263,43,48,different_grid,none
1264,59,29,different_grid,none
1265,17,32,different_grid,none
1266,36,45,different_grid,none
1267,55,58,different_grid,none
1268,28,41,different_grid,none
1269,47,54,different_grid,none
1270,5,57,different_grid,none
1271,63,35,different_grid,none
1272,29,42,different_grid,none
1273,21,38,different_grid,none
1274,40,51,different_grid,none
1275,6,58,different_grid,none
1276,39,55,different_grid,none
1277,22,2,different_grid,none
1278,13,39,different_grid,none
1279,32,52,different_grid,none
1280,24,48,different_grid,none
1281,43,61,different_grid,none
1282,16,44,different_grid,none
1283,35,57,different_grid,none
1284,18,4,different_grid,none
1285,59,42,different_grid,none
1286,17,45,different_grid,none
1287,36,58,different_grid,none
1288,9,41,different_grid,none
1289,28,54,different_grid,none
1290,60,6,different_grid,none
1291,52,2,different_grid,none
1292,10,5,different_grid,none
1293,2,1,different_grid,none
1294,62,52,different_grid,none
1295,54,48,different_grid,none
1296,20,55,different_grid,none
1297,12,51,different_grid,none
1298,23,60,different_grid,none
1299,3,2,different_grid,none
1300,14,11,different_grid,none
1301,55,12,different_grid,none
1302,47,8,different_grid,none
1303,13,52,different_grid,none
1304,24,61,different_grid,none
1305,16,57,different_grid,none
1306,48,9,different_grid,none
1307,40,5,different_grid,none
1308,6,12,different_grid,none
1309,9,54,different_grid,none
1310,50,55,different_grid,none
1311,42,51,different_grid,none
1312,8,58,different_grid,none
1313,41,6,different_grid,none
1314,33,2,different_grid,none
1315,11,63,different_grid,none
1316,44,11,different_grid,none
1317,10,18,different_grid,none
1318,51,19,different_grid,none
1319,2,14,different_grid,none
1320,43,15,different_grid,none
1321,54,61,different_grid,none
1322,4,60,different_grid,none
1323,36,12,different_grid,none
1324,55,25,different_grid,none
1325,28,8,different_grid,none
1326,47,21,different_grid,none
1327,5,24,different_grid,none
1328,38,58,different_grid,none
1329,63,2,different_grid,none
1330,29,9,different_grid,none
1331,21,5,different_grid,none
1332,40,18,different_grid,none
1333,6,25,different_grid,none
1334,13,6,different_grid,none
1335,32,19,different_grid,none
1336,51,32,different_grid,none
1337,24,15,different_grid,none
1338,43,28,different_grid,none
1339,16,11,different_grid,none
1340,35,24,different_grid,none
1341,1,31,different_grid,none
1342,59,9,different_grid,none
1343,17,12,different_grid,none
1344,36,25,different_grid,none
1345,9,8,different_grid,none
1346,28,21,different_grid,none
1347,5,37,different_grid,none
1348,62,19,different_grid,none
1349,54,15,different_grid,none
1350,20,22,different_grid,none
1351,39,35,different_grid,none
1352,12,18,different_grid,none
1353,23,27,different_grid,none
1354,13,19,different_grid,none
1355,24,28,different_grid,none
1356,16,24,different_grid,none
1357,35,37,different_grid,none
1358,1,44,different_grid,none
1359,58,26,different_grid,none
1360,9,21,different_grid,none
1361,50,22,different_grid,none
1362,42,18,different_grid,none
1363,61,31,different_grid,none
1364,8,25,different_grid,none
1365,27,38,different_grid,none
1366,19,34,different_grid,none
1367,30,43,different_grid,none
1368,62,32,different_grid,none
1369,54,28,different_grid,none
1370,20,35,different_grid,none
1371,12,31,different_grid,none
1372,31,44,different_grid,none
1373,4,27,different_grid,none
1374,23,40,different_grid,none
1375,46,29,different_grid,none
1376,38,25,different_grid,none
1377,57,38,different_grid,none
1378,49,34,different_grid,none
1379,15,41,different_grid,none
1380,26,50,different_grid,none
1381,18,46,different_grid,none
1382,58,39,different_grid,none
1383,50,35,different_grid,none
1384,42,31,different_grid,none
1385,61,44,different_grid,none
1386,8,38,different_grid,none
1387,27,51,different_grid,none
1388,19,47,different_grid,none
1389,11,43,different_grid,none
1390,30,56,different_grid,none
1391,34,32,different_grid,none
1392,53,45,different_grid,none
1393,4,40,different_grid,none
1394,45,41,different_grid,none
1395,56,50,different_grid,none
1396,22,57,different_grid,none
1397,14,53,different_grid,none
1398,47,1,different_grid,none
1399,5,4,different_grid,none
1400,46,42,different_grid,none
1401,57,51,different_grid,none
1402,49,47,different_grid,none
1403,15,54,different_grid,none
1404,7,50,different_grid,none
1405,26,63,different_grid,none
1406,18,59,different_grid,none
1407,39,2,different_grid,none
1408,0,47,different_grid,none
1409,41,48,different_grid,none
1410,60,61,different_grid,none
1411,52,57,different_grid,none
1412,44,53,different_grid,none
1413,10,60,different_grid,none
1414,43,8,different_grid,none
1415,35,4,different_grid,none
1416,1,11,different_grid,none
1417,34,45,different_grid,none
1418,53,58,different_grid,none
1419,56,63,different_grid,none
1420,3,57,different_grid,none
1421,27,5,different_grid,none
1422,19,1,different_grid,none
1423,30,10,different_grid,none
1424,63,44,different_grid,none
1425,40,60,different_grid,none
1426,20,2,different_grid,none
1427,39,15,different_grid,none
1428,31,11,different_grid,none
1429,23,7,different_grid,none
1430,41,61,different_grid,none
1431,33,57,different_grid,none
1432,25,53,different_grid,none
1433,16,4,different_grid,none
1434,57,5,different_grid,none
1435,49,1,different_grid,none
1436,15,8,different_grid,none
1437,26,17,different_grid,none
1438,18,13,different_grid,none
1439,59,51,different_grid,none
1440,58,6,different_grid,none
1441,50,2,different_grid,none
1442,61,11,different_grid,none
1443,8,5,different_grid,none
1444,27,18,different_grid,none
1445,19,14,different_grid,none
1446,11,10,different_grid,none
1447,30,23,different_grid,none
1448,63,57,different_grid,none
1449,21,60,different_grid,none
1450,12,11,different_grid,none
1451,53,12,different_grid,none
1452,4,7,different_grid,none
1453,45,8,different_grid,none
1454,56,17,different_grid,none
1455,22,24,different_grid,none
1456,14,20,different_grid,none
1457,46,9,different_grid,none
1458,38,5,different_grid,none
1459,57,18,different_grid,none
1460,49,14,different_grid,none
1461,15,21,different_grid,none
1462,7,17,different_grid,none
1463,26,30,different_grid,none
1464,18,26,different_grid,none
1465,9,63,different_grid,none
1466,42,11,different_grid,none
1467,8,18,different_grid,none
1468,0,14,different_grid,none
1469,41,15,different_grid,none
1470,60,28,different_grid,none
1471,11,23,different_grid,none
1472,52,24,different_grid,none
1473,44,20,different_grid,none
1474,10,27,different_grid,none
1475,34,12,different_grid,none
1476,53,25,different_grid,none
1477,45,21,different_grid,none
1478,37,17,different_grid,none
1479,56,30,different_grid,none
1480,3,24,different_grid,none
1481,22,37,different_grid,none
1482,38,18,different_grid,none
1483,7,30,different_grid,none
1484,48,31,different_grid,none
1485,40,27,different_grid,none
1486,6,34,different_grid,none
1487,41,28,different_grid,none
1488,60,41,different_grid,none
1489,33,24,different_grid,none
1490,52,37,different_grid,none
1491,25,20,different_grid,none
1492,44,33,different_grid,none
1493,10,40,different_grid,none
1494,2,36,different_grid,none
1495,34,25,different_grid,none
1496,37,30,different_grid,none
1497,3,37,different_grid,none
1498,36,34,different_grid,none
1499,55,47,different_grid,none
1500,47,43,different_grid,none
1501,5,46,different_grid,none
1502,63,24,different_grid,none
1503,29,31,different_grid,none
1504,48,44,different_grid,none
1505,21,27,different_grid,none
1506,6,47,different_grid,none
1507,33,37,different_grid,none
1508,25,33,different_grid,none
1509,32,41,different_grid,none
1510,51,54,different_grid,none
1511,2,49,different_grid,none
1512,35,46,different_grid,none
1513,1,53,different_grid,none
1514,59,31,different_grid,none
1515,17,34,different_grid,none
1516,36,47,different_grid,none
1517,9,30,different_grid,none
1518,55,60,different_grid,none
1519,28,43,different_grid,none
1520,47,56,different_grid,none
1521,5,59,different_grid,none
1522,63,37,different_grid,none
1523,29,44,different_grid,none
1524,21,40,different_grid,none
1525,62,41,different_grid,none
1526,39,57,different_grid,none
1527,31,53,different_grid,none
1528,22,4,different_grid,none
1529,14,0,different_grid,none
1530,13,41,different_grid,none
1531,32,54,different_grid,none
1532,24,50,different_grid,none
1533,43,63,different_grid,none
1534,16,46,different_grid,none
1535,35,59,different_grid,none
1536,59,44,different_grid,none
1537,17,47,different_grid,none
1538,58,48,different_grid,none
1539,9,43,different_grid,none
1540,28,56,different_grid,none
1541,61,53,different_grid,none
1542,27,60,different_grid,none
1543,60,8,different_grid,none
1544,52,4,different_grid,none
1545,44,0,different_grid,none
1546,10,7,different_grid,none
1547,62,54,different_grid,none
1548,54,50,different_grid,none
1549,20,57,different_grid,none
1550,12,53,different_grid,none
1551,4,49,different_grid,none
1552,23,62,different_grid,none
1553,3,4,different_grid,none
1554,36,1,different_grid,none
1555,55,14,different_grid,none
1556,47,10,different_grid,none
1557,13,54,different_grid,none
1558,24,63,different_grid,none
1559,16,59,different_grid,none
1560,57,60,different_grid,none
1561,48,11,different_grid,none
1562,40,7,different_grid,none
1563,6,14,different_grid,none
1564,50,57,different_grid,none
1565,42,53,different_grid,none
1566,8,60,different_grid,none
1567,0,56,different_grid,none
1568,33,4,different_grid,none
1569,25,0,different_grid,none
1570,32,8,different_grid,none
1571,51,21,different_grid,none
1572,2,16,different_grid,none
1573,43,17,different_grid,none
1574,54,63,different_grid,none
1575,4,62,different_grid,none
1576,17,1,different_grid,none
1577,36,14,different_grid,none
1578,55,27,different_grid,none
1579,28,10,different_grid,none
1580,47,23,different_grid,none
1581,5,26,different_grid,none
1582,38,60,different_grid,none
1583,63,4,different_grid,none
1584,29,11,different_grid,none
1585,21,7,different_grid,none
1586,62,8,different_grid,none
1587,39,24,different_grid,none
1588,13,8,different_grid,none
1589,32,21,different_grid,none
1590,51,34,different_grid,none
1591,24,17,different_grid,none
1592,43,30,different_grid,none
1593,16,13,different_grid,none
1594,35,26,different_grid,none
1595,1,33,different_grid,none
1596,59,11,different_grid,none
1597,17,14,different_grid,none
1598,58,15,different_grid,none
1599,9,10,different_grid,none
1600,28,23,different_grid,none
1601,61,20,different_grid,none
1602,5,39,different_grid,none
1603,62,21,different_grid,none
1604,54,17,different_grid,none
1605,20,24,different_grid,none
1606,39,37,different_grid,none
1607,12,20,different_grid,none
1608,31,33,different_grid,none
1609,23,29,different_grid,none
1610,13,21,different_grid,none
1611,24,30,different_grid,none
1612,1,46,different_grid,none
1613,58,28,different_grid,none
1614,50,24,different_grid,none
1615,42,20,different_grid,none
1616,61,33,different_grid,none
1617,8,27,different_grid,none
1618,27,40,different_grid,none
1619,19,36,different_grid,none
1620,11,32,different_grid,none
1621,30,45,different_grid,none
1622,54,30,different_grid,none
1623,20,37,different_grid,none
1624,12,33,different_grid,none
1625,4,29,different_grid,none
1626,23,42,different_grid,none
1627,46,31,different_grid,none
1628,38,27,different_grid,none
1629,57,40,different_grid,none
1630,49,36,different_grid,none
1631,15,43,different_grid,none
1632,7,39,different_grid,none
1633,26,52,different_grid,none
1634,18,48,different_grid,none
1635,50,37,different_grid,none
1636,42,33,different_grid,none
1637,8,40,different_grid,none
1638,27,53,different_grid,none
1639,0,36,different_grid,none
1640,60,50,different_grid,none
1641,11,45,different_grid,none
1642,30,58,different_grid,none
1643,51,1,different_grid,none
1644,1,0,different_grid,none
1645,53,47,different_grid,none
1646,45,43,different_grid,none
1647,37,39,different_grid,none
1648,56,52,different_grid,none
1649,3,46,different_grid,none
1650,22,59,different_grid,none
1651,14,55,different_grid,none
1652,5,6,different_grid,none
1653,46,44,different_grid,none
1654,38,40,different_grid,none
1655,15,56,different_grid,none
1656,7,52,different_grid,none
1657,18,61,different_grid,none
1658,39,4,different_grid,none
1659,31,0,different_grid,none
1660,41,50,different_grid,none
1661,60,63,different_grid,none
1662,33,46,different_grid,none
1663,52,59,different_grid,none
1664,32,1,different_grid,none
1665,10,62,different_grid,none
1666,2,58,different_grid,none
1667,35,6,different_grid,none
1668,1,13,different_grid,none
1669,34,47,different_grid,none
1670,45,56,different_grid,none
1671,37,52,different_grid,none
1672,3,59,different_grid,none
1673,61,0,different_grid,none
1674,27,7,different_grid,none
1675,19,3,different_grid,none
1676,30,12,different_grid,none
1677,63,46,different_grid,none
1678,29,53,different_grid,none
1679,62,1,different_grid,none
1680,40,62,different_grid,none
1681,20,4,different_grid,none
1682,12,0,different_grid,none
1683,31,13,different_grid,none
1684,23,9,different_grid,none
1685,41,63,different_grid,none
1686,33,59,different_grid,none
1687,25,55,different_grid,none
1688,57,7,different_grid,none
1689,49,3,different_grid,none
1690,15,10,different_grid,none
1691,7,6,different_grid,none
1692,26,19,different_grid,none
1693,18,15,different_grid,none
1694,59,53,different_grid,none
1695,58,8,different_grid,none
1696,50,4,different_grid,none
1697,42,0,different_grid,none
1698,61,13,different_grid,none
1699,8,7,different_grid,none
1700,27,20,different_grid,none
1701,0,3,different_grid,none
1702,19,16,different_grid,none
1703,60,17,different_grid,none
1704,11,12,different_grid,none
1705,30,25,different_grid,none
1706,63,59,different_grid,none
1707,21,62,different_grid,none
1708,34,1,different_grid,none
1709,53,14,different_grid,none
1710,4,9,different_grid,none
1711,45,10,different_grid,none
1712,37,6,different_grid,none
1713,56,19,different_grid,none
1714,3,13,different_grid,none
1715,22,26,different_grid,none
1716,14,22,different_grid,none
1717,46,11,different_grid,none
1718,38,7,different_grid,none
1719,57,20,different_grid,none
1720,49,16,different_grid,none
1721,15,23,different_grid,none
1722,7,19,different_grid,none
1723,26,32,different_grid,none
1724,0,16,different_grid,none
1725,41,17,different_grid,none
1726,60,30,different_grid,none
1727,33,13,different_grid,none
1728,52,26,different_grid,none
1729,44,22,different_grid,none
1730,10,29,different_grid,none
1731,2,25,different_grid,none
1732,34,14,different_grid,none
1733,53,27,different_grid,none
1734,45,23,different_grid,none
1735,37,19,different_grid,none
1736,56,32,different_grid,none
1737,3,26,different_grid,none
1738,22,39,different_grid,none
1739,14,35,different_grid,none
1740,55,36,different_grid,none
1741,63,13,different_grid,none
1742,29,20,different_grid,none
1743,48,33,different_grid,none
1744,40,29,different_grid,none
1745,6,36,different_grid,none
1746,41,30,different_grid,none
1747,33,26,different_grid,none
1748,52,39,different_grid,none
1749,25,22,different_grid,none
1750,44,35,different_grid,none
1751,10,42,different_grid,none
1752,51,43,different_grid,none
1753,2,38,different_grid,none
1754,59,20,different_grid,none
1755,55,49,different_grid,none
1756,28,32,different_grid,none
1757,47,45,different_grid,none
1758,5,48,different_grid,none
1759,63,26,different_grid,none
1760,29,33,different_grid,none
1761,48,46,different_grid,none
1762,21,29,different_grid,none
1763,40,42,different_grid,none
1764,6,49,different_grid,none
1765,25,35,different_grid,none
1766,32,43,different_grid,none
1767,51,56,different_grid,none
1768,24,39,different_grid,none
1769,43,52,different_grid,none
1770,35,48,different_grid,none
1771,1,55,different_grid,none
1772,59,33,different_grid,none
1773,17,36,different_grid,none
1774,36,49,different_grid,none
1775,9,32,different_grid,none
1776,28,45,different_grid,none
1777,5,61,different_grid,none
1778,21,42,different_grid,none
1779,62,43,different_grid,none
1780,54,39,different_grid,none
1781,20,46,different_grid,none
1782,39,59,different_grid,none
1783,31,55,different_grid,none
1784,23,51,different_grid,none
1785,22,6,different_grid,none
1786,14,2,different_grid,none
1787,13,43,different_grid,none
1788,32,56,different_grid,none
1789,24,52,different_grid,none
1790,35,61,different_grid,none
1791,48,0,different_grid,none
1792,6,3,different_grid,none
1793,58,50,different_grid,none
1794,9,45,different_grid,none
1795,50,46,different_grid,none
1796,61,55,different_grid,none
1797,27,62,different_grid,none
1798,19,58,different_grid,none
1799,52,6,different_grid,none
1800,44,2,different_grid,none
1801,10,9,different_grid,none
1802,62,56,different_grid,none
1803,54,52,different_grid,none
1804,20,59,different_grid,none
1805,12,55,different_grid,none
1806,4,51,different_grid,none
1807,36,3,different_grid,none
1808,55,16,different_grid,none
1809,47,12,different_grid,none
1810,13,56,different_grid,none
1811,5,15,different_grid,none
1812,46,53,different_grid,none
1813,16,61,different_grid,none
1814,57,62,different_grid,none
1815,29,0,different_grid,none
1816,48,13,different_grid,none
1817,40,9,different_grid,none
1818,6,16,different_grid,none
1819,50,59,different_grid,none
1820,42,55,different_grid,none
1821,8,62,different_grid,none
1822,0,58,different_grid,none
1823,25,2,different_grid,none
1824,32,10,different_grid,none
1825,51,23,different_grid,none
1826,2,18,different_grid,none
1827,43,19,different_grid,none
1828,35,15,different_grid,none
1829,1,22,different_grid,none
1830,59,0,different_grid,none
1831,17,3,different_grid,none
1832,36,16,different_grid,none
1833,28,12,different_grid,none
1834,47,25,different_grid,none
1835,5,28,different_grid,none
1836,38,62,different_grid,none
1837,21,9,different_grid,none
1838,62,10,different_grid,none
1839,54,6,different_grid,none
1840,39,26,different_grid,none
1841,31,22,different_grid,none
1842,13,10,different_grid,none
1843,32,23,different_grid,none
1844,51,36,different_grid,none
1845,24,19,different_grid,none
1846,43,32,different_grid,none
1847,16,15,different_grid,none
1848,35,28,different_grid,none
1849,17,16,different_grid,none
1850,58,17,different_grid,none
1851,9,12,different_grid,none
1852,50,13,different_grid,none
1853,61,22,different_grid,none
1854,27,29,different_grid,none
1855,30,34,different_grid,none
1856,62,23,different_grid,none
1857,54,19,different_grid,none
1858,20,26,different_grid,none
1859,31,35,different_grid,none
1860,4,18,different_grid,none
1861,23,31,different_grid,none
1862,16,28,different_grid,none
1863,57,29,different_grid,none
1864,26,41,different_grid,none
1865,58,30,different_grid,none
1866,50,26,different_grid,none
1867,42,22,different_grid,none
1868,61,35,different_grid,none
1869,8,29,different_grid,none
1870,27,42,different_grid,none
1871,0,25,different_grid,none
1872,19,38,different_grid,none
1873,11,34,different_grid,none
1874,30,47,different_grid,none
1875,12,35,different_grid,none
1876,53,36,different_grid,none
1877,4,31,different_grid,none
1878,23,44,different_grid,none
1879,56,41,different_grid,none
1880,22,48,different_grid,none
1881,46,33,different_grid,none
1882,38,29,different_grid,none
1883,57,42,different_grid,none
